"","Country","Afrobarometer Round Number","Survey Start Date","Survey End Date","Survey Duration","Region","Credibility of Region","Average Dates of Violence","Start Dates of Violence","End Dates of Violence","Casualties","Fatalities High Estimate","Fatalities Low Estimate","Fatalities Average","Injuries","Notes","Sources"
"205","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-12-11,2014-12-11,2014-12-11,NA,40,40,40,NA,"Double bombing rocks Nigeria, 13-year-old with suicide vest held;UPDATE 2-Blasts kill at least 40 in Nigerian city of Jos;Boko Haram likely behind Jos, Nigeria bombings: state govt;Nigeria  December Violence in the Northeast (20400)","UCDP"
"206","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-12-10,2014-12-10,2014-12-10,NA,4,4,4,NA,"Two Female Suicide Bombers, Four Others Killed in Kano Market Blast - Police","UCDP"
"207","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-12-10,2014-12-10,2014-12-10,NA,11,11,11,NA,"Suspected Boko Haram raid kills 11 in NE Nigeria: local official;Boko Haram suspects kill 11 in Borno State","UCDP"
"208","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-12-09,2014-12-09,2014-12-09,NA,7,7,7,NA,"Boko Haram Attack, Adamawa","UCDP"
"209","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-12-07,2014-12-06,2014-12-08,NA,10,10,10,NA,"At least 27 Boko Haram fighters killed in Nigeria military operations;Boko Haram Attack, Bauchi","UCDP"
"210","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",2,2014-12-07,2014-12-06,2014-12-08,NA,7,7,7,NA,"At least 27 Boko Haram fighters killed in Nigeria military operations","UCDP"
"211","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",5,2014-12-07,2014-12-06,2014-12-08,NA,10,10,10,NA,"At least 27 Boko Haram fighters killed in Nigeria military operations","UCDP"
"212","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-12-06,2014-12-06,2014-12-06,NA,77,77,77,NA,"10 Soldiers Die in Battle As Army Repels Boko Haram From Ashaka Town;Nigerian army kills some 67 Boko Haram insurgents in northeast;Nigerian Military Kills 67 Terrorists in Gombe Town Counter Attack","UCDP"
"213","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",4,2014-12-06,2014-12-06,2014-12-06,NA,2,2,2,NA,"Nigerian army kills some 67 Boko Haram insurgents in northeast","UCDP"
"214","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-12-01,2014-12-01,2014-12-01,NA,201,71,71,NA,"Fifty suicide bombers said let loose in northeastern Nigerian state capital;Military Repels Attack On Borno Town, Konduga - Kills 70 Boko Haram Terrorists","UCDP"
"215","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-12-01,2014-12-01,2014-12-01,NA,10,6,6,NA,"Nigeria market blasts by two female bombers, more than 10 dead: police;Suicide blasts, Boko Haram dawn raid in NE Nigeria;APPENDIX 1 BOMB ATTACKS JANUARY 2014  MARCH 2015","UCDP"
"216","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-12-01,2014-12-01,2014-12-01,NA,150,150,150,NA,"Nigeria rocked by new Boko Haram raid and suicide attack;At least 39 dead in Monday insurgent attack in north Nigeria;Over 150 killed in Monday's Boko Haram dawn raid: emergency services","UCDP"
"217","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-30,2014-11-30,2014-11-30,NA,1,0,0,NA,"Boko Haram / Prison Break, Ekiti","UCDP"
"218","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-29,2014-11-29,2014-11-29,NA,2,2,2,NA,"Suspected Boko Haram militants raid northern Christian town in Nigeria;Boko Haram Attack, Borno","UCDP"
"219","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-28,2014-11-28,2014-11-28,NA,120,91,91,NA,"Bombs kill 64 during prayers at prominent Nigeria mosque;Nigeria mosque blasts: 92 dead at one hospital morgue - AFP reporter;At least 120 dead in Nigeria mosque suicide attack;UPDATE 4-Bombs, gunfire kill 81 at crowded mosque in Nigeria's Kano;Friday's mosque attack killed 100, wounded 135 in Nigeria's Kano - state governor","UCDP"
"220","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-27,2014-11-27,2014-11-27,NA,40,35,35,NA,"Northeast Nigeria bus station blast kills 40 people: sources;Bomb Blast Kills Five Solders, 35 Civilians in Mubi;Boko HaramKills 35 in Adamawa Roadside Explosion;Boko Haram Attack, Adamawa;APPENDIX 1 BOMB ATTACKS JANUARY 2014  MARCH 2015","UCDP"
"221","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-27,2014-11-27,2014-11-27,NA,15,15,15,NA,"Bomb Blast Kills Five Solders, 35 Civilians in Mubi","UCDP"
"222","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-27,2014-11-27,2014-11-27,NA,15,15,15,NA,"Bomb Blast Kills Five Solders, 35 Civilians in Mubi","UCDP"
"223","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-25,2014-11-25,2014-11-25,NA,45,24,45,NA,"More than 45 dead in Nigeria bombings: health official, witnesses;APPENDIX 1 BOMB ATTACKS JANUARY 2014  MARCH 2015","UCDP"
"224","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-24,2014-11-24,2014-11-24,NA,10,10,10,NA,"Boko Haram Attack, Borno","UCDP"
"225","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-24,2014-11-24,2014-11-24,NA,6,0,0,NA,"Suspected Boko Haram militants attack Nigerian border town;Over 50 Killed in Fresh Boko Haram Attack in Borno;Insurgents Disguise As Traders, Kill Scores in Fresh Borno Attack;Up to 50 killed in Monday's Boko Haram attack on Nigeria town: UN","UCDP"
"226","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-24,2014-11-24,2014-11-24,NA,10,10,10,NA,"Boko Haram Attack, Borno","UCDP"
"227","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-22,2014-11-22,2014-11-23,NA,1,0,0,NA,"Fresh attacks in Nasarawa villages","UCDP"
"228","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-22,2014-11-22,2014-11-23,NA,1,0,0,NA,"Fresh attacks in Nasarawa villages","UCDP"
"229","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-21,2014-11-21,2014-11-21,NA,5,5,5,NA,"Boko Haram vs MJTF, Borno","UCDP"
"230","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-21,2014-11-21,2014-11-21,NA,2,2,2,NA,"Soldiers vs Boko Haram , Adamawa","UCDP"
"231","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",2,2014-11-20,2014-11-20,2014-11-20,NA,48,48,48,NA,"Boko Haramkills 48 fish vendors in northeast Nigeria","UCDP"
"232","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",2,2014-11-19,2014-11-16,2014-11-23,NA,1,1,1,NA,"Nasarawa Bloodbath - the Inside Story","UCDP"
"233","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-19,2014-11-19,2014-11-19,NA,53,53,53,NA,"At least 45 dead in suspected Boko Haram attack in Nigeria;Worsening Security Crisis  (20363);KILLINGS DURING RAIDS (p. 33)","UCDP"
"234","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-17,2014-11-16,2014-11-19,NA,12,12,12,NA,"Several Soldiers, Insurgents Feared Killed As Fighting to Reclaim Gombi LG Intensifies;Boko Haram - Nigerian Military Retakes Gombi, Hong, in Adamawa","UCDP"
"235","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-17,2014-11-16,2014-11-19,NA,11,11,11,NA,"Several Soldiers, Insurgents Feared Killed As Fighting to Reclaim Gombi LG Intensifies;Boko Haram - Nigerian Military Retakes Gombi, Hong, in Adamawa","UCDP"
"236","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-17,2014-11-16,2014-11-19,NA,11,12,11,NA,"Several Soldiers, Insurgents Feared Killed As Fighting to Reclaim Gombi LG Intensifies;Boko Haram - Nigerian Military Retakes Gombi, Hong, in Adamawa","UCDP"
"237","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-17,2014-11-17,2014-11-17,NA,1,1,1,NA,"One Killed, As Police, Union Clash in Onitsha","UCDP"
"238","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-17,2014-11-16,2014-11-18,NA,4,4,4,NA,"Nigerian village buries 45 after Boko Haram 'slaughter'","UCDP"
"239","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-16,2014-11-16,2014-11-16,NA,12,12,12,NA,"Ombatse leader 'killed' in dawn raid","UCDP"
"240","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",2,2014-11-16,2014-11-16,2014-11-16,NA,40,0,0,NA,"Fresh violence rocks Alakyo in Nasarawa state;Ombatse leader 'killed' in dawn raid","UCDP"
"241","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-16,2014-11-16,2014-11-16,NA,13,8,13,NA,"Woman suicide bomber 'kills several' in Nigerian market;Suicide bomber kills at least 10 in Nigerian market;Suicide bomber kills 13 in Nigerian market: police;APPENDIX 1 BOMB ATTACKS JANUARY 2014  MARCH 2015","UCDP"
"242","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-16,2014-11-16,2014-11-16,NA,12,0,0,NA,"Ombatse leader 'killed' in dawn raid","UCDP"
"243","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-16,2014-11-16,2014-11-16,NA,12,0,0,NA,"Ombatse leader 'killed' in dawn raid","UCDP"
"244","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-15,2014-11-14,2014-11-16,NA,5,5,5,NA,"Soldiers, B'Haram in Fierce Battle for Gombi","UCDP"
"245","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-15,2014-11-15,2014-11-15,NA,3,3,3,NA,"Boko Haram Attack, Borno","UCDP"
"246","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-14,2014-11-14,2014-11-14,NA,15,15,15,NA,"Ombatse leader 'killed' in dawn raid","UCDP"
"247","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-13,2014-11-13,2014-11-14,NA,12,6,6,NA,"Nigeria insurgents retake village of abducted schoolgirls;Suspected Boko Haram militants reportedly kill 12 Nigerians in attack","UCDP"
"248","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-13,2014-11-13,2014-11-13,NA,3,3,3,NA,"Local Hunters, Civilians Liberate Mubi From Boko Haram;Military, Local Hunters Liberate Mubi, Badeh's Hometown From Boko Haram","UCDP"
"249","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",2,2014-11-13,2014-11-13,2014-11-13,NA,16,16,16,NA,"Nigeria insurgents retake village of abducted schoolgirls","UCDP"
"250","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-12,2014-11-12,2014-11-12,NA,1,1,1,NA,"At least 10 feared dead after blast at Nigerian teaching college;Female Suicide Bomber Hits College in Niger;Death Toll From FCE Kontangora Suicide Bombing Rises to Two","UCDP"
"251","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",2,2014-11-12,2014-11-12,2014-11-12,NA,80,75,75,NA,"Local Hunters Kill 80 Sect Members;Local Hunters Kill Over 70 Boko Haram Insurgents, Recapture Adamawa Town;Local Hunters Kill 75 Insurgents in Adamawa","UCDP"
"252","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-11,2014-11-11,2014-11-11,NA,10,10,10,NA,"Boko Haram Attacks, Adamawa","UCDP"
"253","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-10,2014-11-10,2014-11-10,NA,58,49,49,NA,"More than a dozen dead in Nigeria school blast;Death toll in NE Nigeria school bombing rises to 58;APPENDIX 1 BOMB ATTACKS JANUARY 2014  MARCH 2015","UCDP"
"254","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-09,2014-11-09,2014-11-09,NA,1,1,1,NA,"Boko Haram Attack Gashala in Adamawa","UCDP"
"255","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-09,2014-11-09,2014-11-09,NA,15,15,15,NA,"Boko Haram Attack, Adamawa","UCDP"
"256","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-08,2014-11-08,2014-11-08,NA,39,32,32,NA,"Again, Fulani herdsmen kill 32 in Nasarawa;Gunmen Kill 39 After Peace Summit in Nasarawa","UCDP"
"257","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-07,2014-10-29,2014-11-17,NA,2,2,2,NA,"Soldiers, B'Haram in Fierce Battle for Gombi;Soldiers, B'Haram in Fierce Battle for Gombi","UCDP"
"258","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-07,2014-11-07,2014-11-07,NA,14,14,14,NA,"UPDATE 2-Suicide bomber kills at least 7 at bank in northeast Nigeria;APPENDIX 1 BOMB ATTACKS JANUARY 2014  MARCH 2015","UCDP"
"259","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-05,2014-11-05,2014-11-05,NA,2,2,2,NA,"Boko Haram Kill 2, Borno","UCDP"
"260","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",3,2014-11-05,2014-11-05,2014-11-05,NA,7,7,7,NA,"Boko Haram Kill 7, Borno","UCDP"
"261","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-05,2014-11-05,2014-11-05,NA,16,16,16,NA,"16 men arrested by Nigeria soldiers 'found dead with bullet wounds'","UCDP"
"262","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-05,2014-11-05,2014-11-05,NA,21,16,16,NA,"MP says 21 killed in Nigeria clash between Boko Haram, troops;21 Killed As Boko Haram, Troops Clash in Borno;Boko Haram attack in NE Nigeria kills 21: senator","UCDP"
"263","Nigeria","Round 6",2014-12-05,2015-01-19,45,"Africa",1,2014-11-05,2014-11-05,2014-11-05,NA,24,24,24,NA,"Boko Haram attack in NE Nigeria kills 21: senator","UCDP"
"264","Sierra Leone","Round 6",2015-05-22,2015-06-10,19,"Western Area Urban",1,2015-06-10,2015-06-10,2015-06-10,NA,0,0,0,NA,"A huge crowd of youth under the nomenclature Street Life Family Organization (SLFO) demonstrated to show their support for President Ernest Bai Koroma as the court matter of former Vice President was underway.","ACLED"
"265","Sierra Leone","Round 6",2015-05-22,2015-06-10,19,"Western Area Urban",1,2015-05-30,2015-05-30,2015-05-30,NA,0,0,0,NA,"Almost 200 protesters were at Youyi Building, Brookfields, protesting and demanding that officials of the Ministry of Health and Sanitation pay them for services provided. Street Life family was among the groups involved in the cleaning and sanitation for the re-opening of schools in the municipality","ACLED"
"266","South Africa","Round 6",2015-08-13,2015-09-21,39,"West Rand",1,2015-09-21,2015-09-21,2015-09-21,NA,0,0,0,NA,"A peaceful protest is held in Munsieville. The reason for the protest is not confirmed.","ACLED"
"267","South Africa","Round 6",2015-08-13,2015-09-21,39,"City of Cape Town",1,2015-09-21,2015-09-21,2015-09-21,NA,0,0,0,NA,"Between 500 and 1,000 BDS protest outside the Grand West casino in Cape Town against US singer Pharrell Williams. The demonstrators were protesting against the singers affiliation with Woolworths with sells Israeli goods.","ACLED"
"268","Tanzania","Round 6",2014-08-26,2014-10-19,54,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"269","Tanzania","Round 6",2014-08-26,2014-10-19,54,"Uvinza",2,2014-10-17,2014-10-17,2014-10-17,NA,1,1,1,NA,"An unidentified mob killed and burned a man accused of stealing cattle near Mnyamasi Village.","ACLED"
"270","Tanzania","Round 6",2014-08-26,2014-10-19,54,"Songea Urban",1,2014-10-16,2014-10-16,2014-10-16,NA,0,0,0,NA,"3 police officers in Songea injured by something believed to be a homemade bomb thrown at Matarawe area.","ACLED"
"271","Togo","Round 6",2014-10-12,2014-10-24,12,"Golfe",1,2014-10-15,2014-10-15,2014-10-15,NA,0,0,0,NA,"Waves of protests in Lome (specific dates unavailable) in lead up to 2015 presidential elections. Reports of police spraying tear gas to disperse crowds. Protests connected with opposition groups Lets Save Togo Coalition and Coalition Arc-en-ciel, which continue to push for a constitutional amendment imposing a two-term limit (to prevent President Gnassingbe from running again).","ACLED"
"272","Uganda","Round 6",2015-05-07,2015-05-26,19,"Kabale Municipality",1,2015-05-23,2015-05-23,2015-05-23,NA,0,0,0,NA,"After the arrest of UNATUs Chairperson, hundreds of teachers stormed the police station.","ACLED"
"273","Uganda","Round 6",2015-05-07,2015-05-26,19,"Bungokho",1,2015-05-21,2015-05-21,2015-05-21,NA,1,1,1,NA,"Muslim leader was shot down.","ACLED"
"274","Zambia","Round 6",2014-10-03,2014-10-31,28,"Lusaka",1,2014-10-30,2014-10-30,2014-10-30,NA,0,0,0,NA,"Evelyn Hone College students staged a protest over the poor sanitation system that has left a student dead.","ACLED"
"275","Zambia","Round 6",2014-10-03,2014-10-31,28,"Lusaka",1,2014-10-30,2014-10-30,2014-10-30,NA,0,0,0,NA,"Hundreds of Patriotic Front cadres took to the streets demonstrating against Zambias Cabinet decision to appoint Dr. Guy Scott as acting President.","ACLED"
"276","Zimbabwe","Round 6",2014-11-16,2014-11-29,13,"Harare",1,2014-11-29,2014-11-29,2014-11-29,NA,0,0,0,NA,"An MDC-T official is arrested on suspicion of treason and tortured by the Zimbabwe police.","ACLED"
"277","Zimbabwe","Round 6",2014-11-16,2014-11-29,13,"Marondera",3,2014-11-28,2014-11-28,2014-11-28,NA,0,0,0,NA,"Zanu PF members held a demonstration against the Wedza Senator Eunice Goto and Wedza North MP Simon Musanhi and other people suspected to be aligned to Mujuru.","ACLED"
"278","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Kadiogo",1,2012-12-13,2012-12-13,2012-12-13,NA,0,0,0,NA,"A few hundred people protested in Ouagadougou for """"truth and justice"""" for Norbert Zongo, on the fourteenth anniversary of the murder of the Burkinabe journalist.","ACLED"
"279","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Soum",1,2012-12-13,2012-12-13,2012-12-13,NA,1,1,1,NA,"Murder of a recently elected municipal advisor from UPR","ACLED"
"280","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Passore",2,2012-12-13,2012-12-13,2012-12-13,NA,9,9,9,NA,"Post-electoral violence in Passore","ACLED"
"281","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Kadiogo",1,2012-12-12,2012-12-12,2012-12-12,NA,0,0,0,NA,"Students ransacked Jaul Paul II High School in Sector 29 of Ouagadougou. It was not clear why the students attacked the school, although broader unrest among students has been reported recently.","ACLED"
"282","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Kadiogo",1,2012-12-12,2012-12-12,2012-12-12,NA,0,0,0,NA,"Students from the Montaigne mixed private school protested at the Ministry of Secondary and Highert Education to demand the release of their teacher following a business dispute.","ACLED"
"283","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Gnagna",1,2012-12-05,2012-12-05,2012-12-05,NA,0,0,0,NA,"SYNTSHA workers staged a protest march to the high commission offices in Bogande in favour of their demands.","ACLED"
"284","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Kadiogo",2,2012-12-04,2012-12-04,2012-12-04,NA,0,0,0,NA,"Malian Government meet Rebels in Burkina Faso.","ACLED"
"285","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Kadiogo",1,2012-11-28,2012-11-28,2012-11-28,NA,0,0,0,NA,"SYNTSHA workers staged a rally outside the University Hospital Yalgado in Ouagadougou in favour of their demands.","ACLED"
"286","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Boulkiemde",1,2012-11-27,2012-11-27,2012-11-27,NA,0,0,0,NA,"SYNTSHA workers started a 10-day sit-in in Koudougou in favour of their demands.","ACLED"
"287","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Houet",1,2012-11-27,2012-11-27,2012-11-27,NA,0,0,0,NA,"SYNTSHA workers in Bobo-Dioulasso started a 4-day sit-in favour of their demands.","ACLED"
"288","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Mouhoun",1,2012-11-19,2012-11-19,2012-11-19,NA,0,0,0,NA,"Workers of the Regional Hospital Center Dedougou staged a sit-in in favour of their demands.","ACLED"
"289","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Boulkiemde",1,2012-11-14,2012-11-14,2012-11-14,NA,0,0,0,NA,"SYNTSHA workers started a 96-hour work stoppage in favour of their demands.","ACLED"
"290","Burkina Faso","Round 5",2012-12-03,2012-12-17,14,"Bam",2,2012-11-08,2012-11-08,2012-11-08,NA,0,0,0,NA,"At least 100 young people protested in Sabse commune against the Bissa Gold mining company over recruitment practices.","ACLED"
"291","Cote d'Ivoire","Round 5",2013-03-11,2013-03-25,14,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"292","Ghana","Round 5",2012-05-08,2012-05-27,19,"Ahanta West",1,2012-05-23,2012-05-23,2012-05-23,NA,0,0,0,NA,"About 100 workers of Ghana Rubber Estates Limited on Wednesday demonstrated to press home their demand for better working conditions.","ACLED"
"293","Ghana","Round 5",2012-05-08,2012-05-27,19,"Accra",1,2012-04-15,2012-04-15,2012-04-15,NA,0,0,0,NA,"An official of the opposition NPP is fired upon and then arrested, charged with """"riotous behavior.""""","ACLED"
"294","Ghana","Round 5",2012-05-08,2012-05-27,19,"Wa East",1,2012-04-10,2012-04-10,2012-04-10,NA,0,0,0,NA,"Non-violent activity: Fulani herdsmen invaded a national forest reserve destroying large areas of it.","ACLED"
"295","Kenya","Round 5",2011-11-02,2011-11-29,27,"Mandera East",1,2011-11-26,2011-11-26,2011-11-26,NA,0,0,0,NA,"Al Shabaab fighters raid a police camp and make away with weapons.","ACLED"
"296","Kenya","Round 5",2011-11-02,2011-11-29,27,"Lamu West",1,2011-11-25,2011-11-25,2011-11-25,NA,0,0,0,NA,"Kenyan police arrested five men suspected of being members of Somalias al Qaeda-linked al Shabaab insurgents on the island of Lamu, close to where two tourists were kidnapped and taken to Somalia earlier in the year.","ACLED"
"297","Kenya","Round 5",2011-11-02,2011-11-29,27,"Mandera East",1,2011-11-24,2011-11-24,2011-11-24,NA,1,1,1,NA,"At least 12 soldiers were injured and one dead after a military vehicle they were boarding was hit by a land mine in Mandera, a town in northern Kenya bordering Somalia and Ethiopia. Al Shabaab is believed to be responsible.","ACLED"
"298","Kenya","Round 5",2011-11-02,2011-11-29,27,"Garissa",1,2011-11-24,2011-11-24,2011-11-24,NA,6,6,6,NA,"Grenade blasts at a restaurant kills six and injures 15.","ACLED"
"299","Kenya","Round 5",2011-11-02,2011-11-29,27,"Malindi",1,2011-11-20,2011-11-20,2011-11-20,NA,0,0,0,NA,"Assailants, believed to be Somali pirates, abduct six fisherman of the coast of Malindi.","ACLED"
"300","Kenya","Round 5",2011-11-02,2011-11-29,27,"Garissa",3,2011-11-16,2011-11-16,2011-11-16,NA,12,12,12,NA,"Kenyan police make a second raid in the same area and kill 12 suspected al Shabaab fighters, and arrest several more.","ACLED"
"301","Kenya","Round 5",2011-11-02,2011-11-29,27,"Dadaab",1,2011-11-15,2011-11-15,2011-11-15,NA,1,1,1,NA,"A landmine blast kills a civilian and a police officer near a camp. Al Shabaab is believed to be responsible.","ACLED"
"302","Kenya","Round 5",2011-11-02,2011-11-29,27,"Garissa",3,2011-11-13,2011-11-13,2011-11-13,NA,6,6,6,NA,"Kenyan police kill six al Shabaab fighters, wound six others and make several arrests during a raid.","ACLED"
"303","Kenya","Round 5",2011-11-02,2011-11-29,27,"Mandera South",1,2011-11-06,2011-11-06,2011-11-06,NA,0,0,0,NA,"Gunmen attack a police station and government vehicle.","ACLED"
"304","Kenya","Round 5",2011-11-02,2011-11-29,27,"Mandera East",1,2011-11-05,2011-11-05,2011-11-05,NA,0,0,0,NA,"Kenyan police arrest 50 al Shabaab suspects in the northeast.","ACLED"
"305","Kenya","Round 5",2011-11-02,2011-11-29,27,"Garissa",1,2011-11-05,2011-11-05,2011-11-05,NA,2,2,2,NA,"A grenade attack at a church killed two civilians.","ACLED"
"306","Kenya","Round 5",2011-11-02,2011-11-29,27,"Igembe North",1,2011-11-04,2011-11-04,2011-11-04,NA,1,1,1,NA,"A Kenyan is dead and two Swiss tourists are injured when their vehicle came under attack by armed men, assumed to be involved with al Shabaab.","ACLED"
"307","Kenya","Round 5",2011-11-02,2011-11-29,27,"Lamu East",1,2011-11-04,2011-11-04,2011-11-04,NA,7,7,7,NA,"A Kenyan Naval vessel sinks and fishing boat, killing 7, near the border with Somalia when it failed to identify itself upon request, believing they were al Shabaab.","ACLED"
"308","Kenya","Round 5",2011-11-02,2011-11-29,27,"Mandera East",1,2011-10-28,2011-10-28,2011-10-28,NA,0,0,0,NA,"Kenyan police arrest 20 suspects believed to be in connection with an attack on a bus which killed four people.","ACLED"
"309","Kenya","Round 5",2011-11-02,2011-11-29,27,"Starehe",1,2011-10-28,2011-10-28,2011-10-28,NA,0,0,0,NA,"Kenyan youths gather to protest against the recent activities of al Shabaab.","ACLED"
"310","Kenya","Round 5",2011-11-02,2011-11-29,27,"Garissa",1,2011-10-28,2011-10-28,2011-10-28,NA,0,0,0,NA,"A roadside style bomb explodes near a military transport wounding four passengers. Al Shabaab believed to be involved.","ACLED"
"311","Kenya","Round 5",2011-11-02,2011-11-29,27,"Mandera South",1,2011-10-27,2011-10-27,2011-10-27,NA,4,4,4,NA,"Four civilians are killed when unknown assailants, believed to be affiliated with al Shabaab, attack a bus. Conflicting reports have eight deaths.","ACLED"
"312","Kenya","Round 5",2011-11-02,2011-11-29,27,"Embakasi Central",1,2011-10-25,2011-10-25,2011-10-25,NA,0,0,0,NA,"Police arrest one man believed to be in connection with the twin bombings. Many weapons were found in the position of the man. He later admitted to be involved with al Shabaab.","ACLED"
"313","Kenya","Round 5",2011-11-02,2011-11-29,27,"Starehe",1,2011-10-24,2011-10-24,2011-10-24,NA,1,1,1,NA,"At least one person was killed and 10 were wounded Monday in a grenade attack at a bus stop in central Nairobi, the second such incident in less than a day.","ACLED"
"314","Kenya","Round 5",2011-11-02,2011-11-29,27,"Starehe",1,2011-10-24,2011-10-24,2011-10-24,NA,0,0,0,NA,"Al Shabaab detonates an explosive at an Nairobi disco and injures 14 people.","ACLED"
"315","Kenya","Round 5",2011-11-02,2011-11-29,27,"Isiolo North",1,2011-10-23,2011-10-23,2011-10-23,NA,1,1,1,NA,"""""A national staffer of an INGO was killed in mob violence and arson during tribal clashes.""""","ACLED"
"316","Kenya","Round 5",2011-11-02,2011-11-29,27,"Lamu East",1,2011-10-20,2011-10-20,2011-10-20,NA,6,6,6,NA,"Six suspected Somali pirates were killed in a fierce gun battle with Kenya Navy personnel patrolling the Kenya-Somalia territorial waters at Kiunga.","ACLED"
"317","Kenya","Round 5",2011-11-02,2011-11-29,27,"Garissa",3,2011-10-17,2011-10-17,2011-10-17,NA,0,0,0,NA,"Kenyan police arrest two British citizens who were attempting to cross into Somalia. The police believed they may have been providing information to al Shabaab.","ACLED"
